n,time (min)
0,0.040649195512135826
1,0.038020619816250274
2,0.024055695401297674
3,0.01762392481168111
4,0.013267144362131755
5,0.010111083587010702
6,0.008893324202961392
7,0.010195627013842265
8,0.016677416364351907
9,0.03660215841399299
