n,1 feature(s),2 feature(s),3 feature(s)
2,18419,16950,16837
4,9360,13920,8480
8,5656,6440,8736
16,6800,4880,6880
32,3892,2828,4648
64,2020,2840,2140
128,1638,1414,1456
256,1010,1070,1110
512,721,714,826
1024,505,535,505
