n,1 feature(s),2 feature(s)
2,0.18944233585708653,0.2492493736823068
4,0.18352434434272294,0.226370097123718
8,0.17946538045495622,0.19958198237657826
16,0.1693906842376793,0.17412619676280522
32,0.16435333462208038,0.15831962501407132
