n,time (min)
0,0.046452787386046517
1,0.03894545276959737
2,0.025154956049389308
3,0.01899376995033688
4,0.013031987216737536
5,0.010245892670419482
6,0.009479570984840393
7,0.010209457675615947
8,0.01832816978295644
9,0.03657481915420956
