n,1 feature(s),2 feature(s),3 feature(s)
2,15707,22600,12317
4,9840,16000,16000
8,8064,6832,6104
16,4160,5800,4080
32,3192,4928,3640
64,2280,2480,2640
128,1540,1736,1428
256,1020,1090,1030
512,707,735,714
1024,505,505,510
