n,time (min)
0,0.047524361742867366
1,0.03870319479041629
2,0.026144145793384976
3,0.01914830962816874
4,0.01400221433904436
5,0.012208935221036275
6,0.012896664871109857
7,0.015643481810887653
8,0.0266653436422348
9,0.057624238265885246
