n,1 feature(s),2 feature(s),3 feature(s)
2,0.25213067788993365,0.22956704517956808,0.2638953176852876
4,0.206104248046875,0.1935603080035971,0.21894064331054688
8,0.17997784480870327,0.17173879383962393,0.180957858845339
16,0.169837646484375,0.1584448462134009,0.15329287276308762
32,0.16467810007801664,0.1506532300420168,0.13675267355782644
64,0.16178646087646484,0.1456278651213843,0.12717262758027523
128,0.16038950892857143,0.1427158299338054,0.12210890615851873
256,0.15941902535860655,0.14099776105182926,0.1192486102764423
512,0.1591179049744898,0.1403267395320197,0.11782142857142858
1024,0.15895119083737863,0.13991822167266188,0.117138671875
