n,time (min)
0,0.05475488947497474
1,0.04064035415649414
2,0.02635052310095893
3,0.020053000185224747
4,0.013679061200883653
5,0.011081834567917719
6,0.01082712213198344
7,0.012545631461673312
8,0.020771270857916937
9,0.04800635960366991
