n,1 feature(s),2 feature(s),3 feature(s)
2,0.18800151720216482,0.18020569980874554,0.21083618999498296
4,0.18535070136716292,0.17848816499035222,0.1985136814494387
8,0.17780039324908983,0.16965177595376282,0.17765312854360985
16,0.1697071953444751,0.15810219789565888,0.1529922942124345
32,0.1644556769760148,0.15052280440664034,0.1363347375773797
64,0.16155504775363758,0.1454748743806705,0.1269972802223398
128,0.16025573577055185,0.14260941420349071,0.12202847432848213
256,0.15941957864400186,0.14092285711986813,0.11913308803989824
512,0.15903669799551773,0.13994177418444198,0.1176153309278923
1024,0.1588451342630726,0.1395331628205496,0.11693558444481426
