n,1 feature(s),2 feature(s),3 feature(s)
2,2.2123893805309735e-05,0.0,0.0
4,0.119875,0.06734375,0.024375
8,0.14100446428571428,0.09503348214285715,0.051261160714285714
16,0.1490546875,0.1145078125,0.07621875
32,0.15282366071428571,0.12440290178571428,0.09267857142857143
64,0.15637890625,0.13112109375,0.10417578125
128,0.15712611607142857,0.13478515625,0.11036830357142857
256,0.157919921875,0.137177734375,0.11324609375
512,0.15809012276785714,0.1379380580357143,0.114716796875
1024,0.158435546875,0.1388720703125,0.115654296875
